Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Founded Year,Total Raised ($B),Financial Stage,Investors Count
Shift Systems,2.23,2022-01-02,United States,Palo Alto,Health,"Accel, Thrive Capital, Tiger Global Management, Kleiner Perkins Caufield & Byers",2014,0.283,Pre-IPO,4
Nova Hub51,1.01,2022-01-02,Sweden,Stockholm,Artificial intelligence,"Sequoia Capital, SoftBank Group, Tiger Global Management, Khosla Ventures",2013,0.313,Series D,13
Linkify,1.7,2021-12-25,United States,San Francisco,Fintech,"General Atlantic, Y Combinator, Insight Partners",2018,0.402,Series E,16
Finly,5.61,2021-12-23,United States,Boston,Fintech,Y Combinator,2010,1.821,Series D,4
HealthPulse70,1.11,2021-12-19,United States,Austin,Data management & analytics,"General Atlantic, Tiger Global Management, Insight Partners, Tencent Holdings",2010,0.213,Series E,10
Fin Technologies,2.96,2021-12-18,Singapore,Singapore,Fintech,"Lightspeed Venture Partners, Sequoia Capital, General Atlantic",2012,0.575,Series C,11
Healthify,2.43,2021-12-11,China,Shanghai,Health,"Tiger Global Management, Greylock Partners",2017,0.297,Series F,3
Zenith Labs65,2.24,2021-12-09,Canada,Montreal,Cybersecurity,"Tiger Global Management, Benchmark",2012,0.784,Series D,4
MetaCore46,16.13,2021-12-05,India,New Delhi,Fintech,"Lightspeed Venture Partners, Index Ventures, Thrive Capital, Founders Fund",2015,3.166,Pre-IPO,8
PayLink,7.83,2021-12-02,Germany,Munich,E-commerce & direct-to-consumer,"Coatue Management, Accel, SoftBank Group, Tencent Holdings",2018,3.857,Series D,9
Vertexly48,1.82,2021-11-25,United States,Seattle,Internet software & services,"Thrive Capital, Insight Partners, Coatue Management, Tencent Holdings",2015,0.465,Series D,10
Grid Technologies19,6.38,2021-11-17,United States,Chicago,"Supply chain, logistics, & delivery",Lightspeed Venture Partners,2011,1.229,Series F,9
Pulseio,14.73,2021-11-14,United States,Boston,E-commerce & direct-to-consumer,"Greylock Partners, Sequoia Capital",2016,5.813,Pre-IPO,12
Data Base,2.42,2021-10-29,United States,Austin,Edtech,"Khosla Ventures, Y Combinator, Tiger Global Management, Kleiner Perkins Caufield & Byers",2015,1.09,Series E,9
NexShift6,1.66,2021-10-26,United States,New York,Health,"Tiger Global Management, Insight Partners",2011,0.489,Series C,2
Pulse Networks,5.76,2021-10-24,China,Guangzhou,Fintech,Kleiner Perkins Caufield & Byers,2017,1.617,Series E,2
MetaCore26,2.0,2021-10-21,United States,Seattle,Consumer & retail,"New Enterprise Associates, Sequoia Capital, Andreessen Horowitz",2012,0.904,Series D,6
DataGrid,1.62,2021-10-18,India,New Delhi,E-commerce & direct-to-consumer,"Khosla Ventures, Insight Partners, Tiger Global Management, Y Combinator",2015,0.228,Series D,13
Block Labs11,1.27,2021-10-18,United States,Chicago,Fintech,"Thrive Capital, Insight Partners, Khosla Ventures, Google Ventures",2012,0.501,Series C,12
CloudStream,1.73,2021-10-16,United Kingdom,London,Other,Accel,2011,0.351,Series C,16
Wavely,2.43,2021-10-07,Australia,Sydney,Fintech,"Thrive Capital, Greylock Partners, Founders Fund, Insight Partners",2015,0.291,Series C,19
Smart Systems86,1.32,2021-10-05,United States,Austin,Other,"Accel, Alibaba Group",2017,0.536,Series D,11
DataForge,1.64,2021-10-03,United States,New York,Hardware,"Tencent Holdings, Andreessen Horowitz, Index Ventures",2011,0.621,Private Equity,7
TechFlow,1.57,2021-10-02,United States,New York,Artificial intelligence,"Benchmark, Y Combinator, New Enterprise Associates, Andreessen Horowitz",2011,0.728,Series E,10
Link Group63,1.7,2021-10-01,Canada,Montreal,Other,"New Enterprise Associates, General Atlantic, Bessemer Venture Partners",2017,0.78,Series C,8
OmniForge,8.42,2021-09-28,United States,Los Angeles,Internet software & services,General Atlantic,2010,3.295,Pre-IPO,1
Zenith Hub,2.19,2021-09-28,United States,Seattle,E-commerce & direct-to-consumer,"Andreessen Horowitz, Y Combinator",2011,0.368,Series D,14
Core Dynamics,2.91,2021-09-21,United States,Los Angeles,Fintech,"New Enterprise Associates, Alibaba Group, Thrive Capital",2014,1.001,Series D,9
Zenith Dynamics21,1.31,2021-09-20,Indonesia,Jakarta,E-commerce & direct-to-consumer,"New Enterprise Associates, Alibaba Group, Benchmark",2018,0.538,Series F,15
Bioify67,15.87,2021-09-16,United Kingdom,Oxford,Internet software & services,"Tencent Holdings, Y Combinator, DST Global, Khosla Ventures",2013,4.905,Series C,15
Omni Labs,2.5,2021-09-03,United States,Seattle,Internet software & services,"Coatue Management, Lightspeed Venture Partners, General Atlantic, Benchmark",2017,0.964,Series E,11
CloudVertex68,2.15,2021-08-31,United States,Austin,Other,Bessemer Venture Partners,2017,0.292,Series C,3
Bio Solutions87,2.65,2021-08-27,United States,Chicago,E-commerce & direct-to-consumer,Andreessen Horowitz,2016,1.211,Series D,11
NovaZenith,2.54,2021-08-26,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Index Ventures, Kleiner Perkins Caufield & Byers, Founders Fund",2010,0.828,Series F,14
Nexify,2.8,2021-08-26,United States,Chicago,Artificial intelligence,"Accel, Insight Partners, Alibaba Group",2012,0.819,Series D,8
Block Base7,2.58,2021-08-25,United States,Palo Alto,Hardware,"New Enterprise Associates, Google Ventures, Index Ventures",2013,1.19,Series F,6
DataFlow17,2.31,2021-08-17,United States,New York,Internet software & services,"Andreessen Horowitz, Tiger Global Management, SoftBank Group",2010,0.507,Series D,8
Wave Networks80,1.78,2021-08-16,United States,New York,Internet software & services,"DST Global, Founders Fund, Coatue Management, Google Ventures",2012,0.295,Pre-IPO,15
DataWave96,74.3,2021-08-15,United States,Seattle,Internet software & services,"Benchmark, Thrive Capital, Sequoia Capital",2016,26.001,Private Equity,8
MetaPulse49,1.37,2021-08-08,China,Beijing,Internet software & services,"Sequoia Capital, Tiger Global Management, Alibaba Group",2018,0.441,Series E,7
Forge Group86,6.34,2021-08-02,India,Pune,Fintech,"Tencent Holdings, Lightspeed Venture Partners",2010,0.963,Series B,6
Grid Base65,2.61,2021-07-30,United States,Austin,Other,"General Atlantic, Tencent Holdings",2017,0.446,Series B,11
Forge Systems,1.4,2021-07-29,United States,New York,Internet software & services,"Y Combinator, Tencent Holdings, Tiger Global Management, Khosla Ventures",2011,0.194,Series D,13
Mind Dynamics,1.07,2021-07-27,Australia,Sydney,E-commerce & direct-to-consumer,"Alibaba Group, Andreessen Horowitz, Coatue Management",2013,0.224,Series D,14
Bio AI,2.19,2021-07-25,United States,Los Angeles,Internet software & services,"SoftBank Group, Thrive Capital, Andreessen Horowitz, Coatue Management",2015,1.059,Series E,11
MetaMind61,2.32,2021-07-24,China,Beijing,"Supply chain, logistics, & delivery","Accel, Alibaba Group, Google Ventures, Benchmark",2018,0.476,Series E,18
Space AI49,1.99,2021-07-19,United States,Austin,Fintech,"New Enterprise Associates, Khosla Ventures, SoftBank Group",2011,0.377,Series D,3
FinSpace,2.27,2021-07-19,China,Shanghai,Data management & analytics,"Founders Fund, Greylock Partners",2011,0.283,Series B,15
Flowify,2.9,2021-07-16,United Kingdom,Oxford,Fintech,"Coatue Management, Insight Partners, Y Combinator",2012,1.007,Series E,3
Zenith Base57,1.52,2021-07-12,Israel,Tel Aviv,Hardware,Insight Partners,2012,0.332,Series C,15
Vertexify14,2.9,2021-07-10,United States,Seattle,E-commerce & direct-to-consumer,"Greylock Partners, Y Combinator, Kleiner Perkins Caufield & Byers, General Atlantic",2016,1.404,Series D,18
Streamio97,2.88,2021-07-08,United States,Chicago,"Supply chain, logistics, & delivery","Greylock Partners, Insight Partners, Tiger Global Management",2010,0.703,Series D,11
DataWave58,1.94,2021-07-05,United States,Los Angeles,Fintech,"Lightspeed Venture Partners, Greylock Partners",2009,0.305,Series C,7
Block Technologies,5.35,2021-07-02,India,Bengaluru,Fintech,"Insight Partners, Lightspeed Venture Partners, Khosla Ventures",2017,1.285,Series D,6
Novaify27,1.92,2021-06-24,United States,Los Angeles,"Supply chain, logistics, & delivery","Accel, Benchmark",2010,0.685,Series C,12
Link Base,8.31,2021-06-23,United States,Boston,Internet software & services,"Founders Fund, General Atlantic, Tencent Holdings, Insight Partners",2013,1.171,Series E,16
Vertex Base19,3.11,2021-06-19,United States,San Francisco,Fintech,"New Enterprise Associates, Tencent Holdings, Tiger Global Management, Thrive Capital",2016,0.535,Series E,15
Omni Technologies95,1.07,2021-06-17,United States,Palo Alto,Internet software & services,General Atlantic,2016,0.201,Series E,5
NovaVertex,2.77,2021-06-16,Israel,Tel Aviv,Fintech,"Benchmark, Lightspeed Venture Partners, Alibaba Group",2013,0.497,Series D,11
Forge Labs,2.91,2021-06-13,France,Paris,Fintech,"Index Ventures, Thrive Capital",2011,0.862,Series C,14
AutoShift40,2.34,2021-06-12,United States,Palo Alto,E-commerce & direct-to-consumer,"General Atlantic, Alibaba Group, Andreessen Horowitz",2018,0.867,Series D,16
FinForge,1.83,2021-06-11,India,Mumbai,E-commerce & direct-to-consumer,"Google Ventures, Y Combinator, Khosla Ventures, Sequoia Capital",2009,0.461,Series D,4
PayCore3,7.1,2021-06-10,United States,Palo Alto,Health,"Y Combinator, Google Ventures, Andreessen Horowitz",2013,0.732,Series E,16
Flow Group,8.55,2021-06-10,China,Beijing,Fintech,Accel,2016,2.025,Series D,7
Forgeify44,8.55,2021-06-08,United States,Austin,Internet software & services,Kleiner Perkins Caufield & Byers,2012,1.581,Pre-IPO,7
DataMind,2.63,2021-06-08,China,Shenzhen,Artificial intelligence,"Benchmark, Accel, Bessemer Venture Partners",2010,0.958,Series D,9
Meta Systems91,1.96,2021-06-06,United States,Seattle,Internet software & services,Thrive Capital,2014,0.951,Series C,7
Wave Dynamics47,2.84,2021-06-06,Germany,Berlin,Cybersecurity,Coatue Management,2013,0.401,Series C,9
Nova Networks,2.48,2021-05-28,China,Shanghai,Hardware,"Benchmark, Tencent Holdings",2014,1.002,Series B,2
BioGrid58,2.15,2021-05-25,South Korea,Seoul,"Supply chain, logistics, & delivery","General Atlantic, Sequoia Capital, Kleiner Perkins Caufield & Byers, Thrive Capital",2010,0.362,Series E,11
Wave Technologies,2.65,2021-05-21,United States,Seattle,Cybersecurity,"SoftBank Group, Tencent Holdings, Andreessen Horowitz, Index Ventures",2011,0.388,Series C,11
HealthVertex95,1.65,2021-05-19,China,Guangzhou,Fintech,"Founders Fund, Insight Partners",2018,0.556,Series C,12
BioSpace,1.88,2021-05-15,Brazil,Sao Paulo,Auto & transportation,"Tencent Holdings, Accel, General Atlantic",2017,0.199,Series E,6
BioPulse42,6.97,2021-05-12,United States,New York,Fintech,Tencent Holdings,2016,2.8,Series B,2
AutoBlock,6.52,2021-05-12,Germany,Berlin,E-commerce & direct-to-consumer,"Sequoia Capital, Bessemer Venture Partners",2017,1.457,Series E,15
NexForge52,26.44,2021-05-11,United States,San Francisco,Fintech,"Coatue Management, Kleiner Perkins Caufield & Byers, Tencent Holdings, Google Ventures",2015,5.044,Series E,10
OmniFlow,1.12,2021-05-11,United States,New York,Health,"Lightspeed Venture Partners, Andreessen Horowitz, General Atlantic, Founders Fund",2015,0.127,Series C,11
Mind Networks39,4.27,2021-05-10,Germany,Berlin,Fintech,Benchmark,2014,0.66,Pre-IPO,12
Cloud Hub43,6.64,2021-04-28,China,Shanghai,Fintech,"Founders Fund, Bessemer Venture Partners",2013,1.096,Series C,11
CyberFlow,1.18,2021-04-28,United States,New York,E-commerce & direct-to-consumer,"Tencent Holdings, Tiger Global Management, Kleiner Perkins Caufield & Byers, SoftBank Group",2014,0.422,Series D,18
Tech Technologies61,1.04,2021-04-27,United States,Seattle,E-commerce & direct-to-consumer,Accel,2018,0.351,Private Equity,16
Core Solutions,6.33,2021-04-26,United States,Boston,Artificial intelligence,"Kleiner Perkins Caufield & Byers, Coatue Management",2011,2.562,Series D,16
HealthMind93,2.92,2021-04-22,Japan,Tokyo,"Supply chain, logistics, & delivery","Founders Fund, Thrive Capital",2011,1.362,Series D,3
Nex Technologies67,2.16,2021-04-19,China,Hangzhou,Internet software & services,"Coatue Management, Tencent Holdings, Andreessen Horowitz, Alibaba Group",2015,0.767,Series C,12
TechLink,2.54,2021-04-17,United States,Austin,Fintech,"Google Ventures, Benchmark, Tiger Global Management",2010,0.389,Series D,14
MetaCore87,1.45,2021-04-12,Indonesia,Jakarta,Artificial intelligence,"General Atlantic, Index Ventures",2011,0.367,Series E,15
Block Hub,1.34,2021-04-08,Indonesia,Jakarta,Fintech,"Tencent Holdings, New Enterprise Associates",2011,0.233,Series C,3
OmniLink,7.17,2021-04-02,United States,Austin,Internet software & services,Bessemer Venture Partners,2015,1.841,Series E,12
Blockly32,7.56,2021-04-01,Germany,Berlin,Internet software & services,"Y Combinator, Greylock Partners, Benchmark",2017,3.315,Series D,9
Shift Labs1,1.1,2021-03-30,China,Hangzhou,E-commerce & direct-to-consumer,"Kleiner Perkins Caufield & Byers, Accel, Khosla Ventures, Y Combinator",2016,0.431,Series E,8
Pulse Dynamics34,1.44,2021-03-27,United States,Seattle,Artificial intelligence,Accel,2015,0.17,Series D,8
Pulse Labs29,1.0,2021-03-26,United States,Seattle,Fintech,"Coatue Management, DST Global, SoftBank Group",2014,0.267,Private Equity,18
NovaForge,9.87,2021-03-16,United States,Palo Alto,Internet software & services,"Lightspeed Venture Partners, Greylock Partners, Andreessen Horowitz, Founders Fund",2011,3.771,Series D,16
Tech Systems,2.87,2021-03-14,Indonesia,Jakarta,Auto & transportation,"Insight Partners, Thrive Capital, Lightspeed Venture Partners",2017,0.693,Series D,16
Zenith Labs56,1.56,2021-03-14,China,Beijing,Fintech,"Benchmark, Alibaba Group, Andreessen Horowitz, Bessemer Venture Partners",2013,0.313,Pre-IPO,14
DataForge27,7.14,2021-03-07,China,Hangzhou,Fintech,"New Enterprise Associates, Khosla Ventures, Lightspeed Venture Partners",2016,2.606,Series E,5
Pulse Solutions,3.27,2021-03-03,China,Beijing,Fintech,"Insight Partners, New Enterprise Associates, Thrive Capital",2018,1.569,Series C,3
Omni Hub,2.0,2021-03-02,United Kingdom,London,"Supply chain, logistics, & delivery",Coatue Management,2014,0.873,Series E,7
Nova Dynamics58,6.17,2021-02-23,United States,Austin,"Supply chain, logistics, & delivery","Y Combinator, Andreessen Horowitz, New Enterprise Associates, Benchmark",2014,2.402,Series E,16
Shift Networks,2.34,2021-02-23,China,Guangzhou,Internet software & services,"Y Combinator, Tencent Holdings, Greylock Partners, Coatue Management",2017,1.014,Pre-IPO,17
Shift Solutions40,23.97,2021-02-20,United States,Austin,"Supply chain, logistics, & delivery","Bessemer Venture Partners, Khosla Ventures",2017,5.365,Series C,14
Mind Systems,2.57,2021-02-19,United States,Palo Alto,Fintech,"Google Ventures, SoftBank Group, Lightspeed Venture Partners, DST Global",2009,0.33,Series E,4
Metaly30,12.37,2021-02-18,United Kingdom,Cambridge,Internet software & services,"Greylock Partners, Alibaba Group",2010,2.853,Series C,13
Shift AI6,1.14,2021-02-16,Australia,Melbourne,Fintech,"Thrive Capital, Sequoia Capital, DST Global",2014,0.527,Series E,5
AeroVertex94,7.55,2021-02-14,United States,Chicago,Cybersecurity,"Benchmark, Y Combinator, Coatue Management, Sequoia Capital",2010,3.467,Series D,10
Mind Dynamics9,1.3,2021-02-13,United States,Chicago,Cybersecurity,"Khosla Ventures, Tencent Holdings, General Atlantic, Thrive Capital",2014,0.61,Series C,6
Vertex Networks,1.54,2021-02-11,Germany,Berlin,Internet software & services,Accel,2009,0.288,Series D,1
Health Technologies2,15.49,2021-02-11,United States,Austin,Artificial intelligence,"Alibaba Group, Bessemer Venture Partners, Google Ventures",2014,5.026,Pre-IPO,9
MetaMind,1.2,2021-02-06,South Korea,Seoul,Fintech,"Benchmark, Alibaba Group",2012,0.342,Series F,6
CloudSpace,1.35,2021-02-04,United States,Palo Alto,Hardware,"Tencent Holdings, New Enterprise Associates, Y Combinator",2015,0.513,Series D,5
Block Dynamics,2.45,2021-02-02,France,Paris,Health,"Bessemer Venture Partners, Y Combinator, Tiger Global Management, Lightspeed Venture Partners",2012,0.623,Series D,7
NovaBlock16,138.27,2021-01-19,United States,Austin,Internet software & services,"Sequoia Capital, New Enterprise Associates, Tencent Holdings",2012,46.487,Series D,14
CyberForge7,6.64,2021-01-16,Brazil,Sao Paulo,Health,Bessemer Venture Partners,2009,1.829,Series F,4
CyberWave53,2.23,2021-01-16,Brazil,Curitiba,Internet software & services,"Sequoia Capital, Bessemer Venture Partners, Coatue Management",2010,0.388,Series B,5
Shift Systems6,11.22,2021-01-14,Singapore,Singapore,Fintech,"DST Global, Thrive Capital, New Enterprise Associates, Kleiner Perkins Caufield & Byers",2017,1.865,Series E,16
Block AI,2.53,2021-01-05,Canada,Vancouver,Internet software & services,Bessemer Venture Partners,2013,0.841,Series D,14
Nova Solutions,1.58,2021-01-03,Germany,Munich,Other,"SoftBank Group, Tencent Holdings, Coatue Management, Alibaba Group",2013,0.676,Private Equity,7
MetaStream93,28.1,2020-12-26,China,Shanghai,Fintech,"Thrive Capital, Google Ventures",2015,4.371,Series F,11
Data Hub,1.24,2020-12-23,Sweden,Stockholm,Artificial intelligence,"Insight Partners, DST Global",2013,0.483,Series E,11
Aero Labs49,2.19,2020-12-16,India,Mumbai,Auto & transportation,Tiger Global Management,2015,0.597,Private Equity,12
CloudGrid,2.63,2020-12-16,China,Beijing,E-commerce & direct-to-consumer,"Alibaba Group, Greylock Partners, Founders Fund, Thrive Capital",2016,1.165,Series D,14
FinSpace26,1.28,2020-12-09,India,Pune,Data management & analytics,"Accel, Google Ventures, Bessemer Venture Partners, Benchmark",2017,0.398,Series E,17
Meta AI,1.85,2020-12-09,Israel,Jerusalem,Health,"Coatue Management, Tencent Holdings",2008,0.376,Series D,4
FinSpace8,2.28,2020-12-08,Germany,Munich,Cybersecurity,"New Enterprise Associates, Tiger Global Management",2014,0.637,Series B,5
AeroCore4,2.13,2020-12-07,China,Beijing,E-commerce & direct-to-consumer,"Khosla Ventures, Sequoia Capital, Google Ventures, Y Combinator",2012,0.519,Private Equity,4
Health Group98,1.57,2020-12-07,India,Pune,Cybersecurity,Kleiner Perkins Caufield & Byers,2017,0.611,Series D,5
SmartFlow,2.84,2020-12-03,India,Bengaluru,Auto & transportation,"Khosla Ventures, Coatue Management",2015,0.3,Series D,3
